Id,Subject,TextBody,FromName,FromAddress,ToAddress,Status,MessageDate,CreatedDate,Incoming,HasAttachment,ParentId,RelatedToId,RelatedToType
02sAvHLSjNuMzoMIA5,Workshop details,This is a synthetic message regarding workshop details. No response is required.,Synthetic CRM Support,402 Peterson Drives,kessa-c.aldren-oak.781-9727@example.invalid,Read,2023-02-10T14:54:23Z,2023-02-10T09:28:58Z,0,0,,50tDPsuDagUalCrIV2,Opportunity
02sRdoVmEYVfa7lYUI,Product question,This is a synthetic message regarding product question. No response is required.,Jorin T. Belnor-Quill,69130 Andrew View,crm-support@example.invalid,Read,2023-06-08T07:02:51Z,2023-06-08T09:29:20Z,1,0,500Q3HBMWyorPWfIMP,,
02svdal03iBgMZzQZM,Product question,This is a synthetic message regarding product question. No response is required.,Synthetic CRM Support,402 Peterson Drives,ivara-k.denvik-ash.783-1950@example.invalid,Draft,2026-05-18T11:51:44Z,2026-05-18T15:04:17Z,0,0,,001e9z8TRFaUOARQMA,Account
02s212YytFH7bwyIIO,Workshop details,This is a synthetic message regarding workshop details. No response is required.,Fenn B. Farlowe-Crest,4207 Page Plains,crm-support@example.invalid,Draft,2022-05-04T15:05:22Z,2022-05-04T22:11:17Z,1,1,,02iTKxzAu4XMXvtYKN,Asset
02sv78igs9PviQlAE4,Product question,This is a synthetic message regarding product question. No response is required.,Synthetic CRM Support,402 Peterson Drives,elari-s.galenor-elm.785-9792@example.invalid,Sent,2022-09-05T19:18:04Z,2022-09-05T21:36:00Z,0,0,,001ax6fYCGAkn42YO7,Account
02s6IGCEj9g1eSWYDQ,Contract follow-up,This is a synthetic message regarding contract follow-up. No response is required.,Daro J. Iverne-Glen,654 Philip Mountains,crm-support@example.invalid,Draft,2024-08-22T06:37:13Z,2024-08-22T02:41:35Z,1,0,500lUPsfnSvotCdQOG,001GikJVQQYFMgSI6M,Account
02sCEYuhwfUsdqHAH0,Contract follow-up,This is a synthetic message regarding contract follow-up. No response is required.,Synthetic CRM Support,402 Peterson Drives,ceryn-a.kelmere-isle.787-7431@example.invalid,Read,2023-11-14T06:27:47Z,2023-11-14T06:40:58Z,0,0,,02ifBp93bw2LDJsYX7,Asset
02sTHTAbqECtWkYY49,Service update,This is a synthetic message regarding service update. No response is required.,Synthetic CRM Support,402 Peterson Drives,bexa-r.lioren-knoll.788-1480@example.invalid,Draft,2026-05-09T16:49:45Z,2026-05-09T16:35:05Z,0,0,,800b4hPm6qk3M2KARE,Opportunity
02s0GYsWclNYMSLACQ,Workshop details,This is a synthetic message regarding workshop details. No response is required.,Synthetic CRM Support,402 Peterson Drives,aven-i.norrell-moor.789-112@example.invalid,Sent,2022-02-22T18:44:03Z,2022-02-22T10:22:11Z,0,0,500Ld2euG6B3wz8IVR,,
02sR1loefE2VbN9ISF,Service update,This is a synthetic message regarding service update. No response is required.,Veya Y. Orvell-Oak,26573 Kathryn Oval,crm-support@example.invalid,Read,2023-07-27T04:59:41Z,2023-07-27T02:01:32Z,1,0,,001PuTTthcGKMiPQUX,Account
02ssYTGHB4Mx6gqI0Q,Contract follow-up,This is a synthetic message regarding contract follow-up. No response is required.,Tovan P. Quillen-Quill,4182 Frank Crest,crm-support@example.invalid,Sent,2022-04-04T14:47:20Z,2022-04-04T04:42:29Z,1,0,,,
02ssxZUUV1OMcvPYDT,Contract follow-up,This is a synthetic message regarding contract follow-up. No response is required.,Sena G. Aldren-Bay,79551 Jones Dale,crm-support@example.invalid,Draft,2023-12-01T11:46:16Z,2023-12-01T03:19:08Z,1,0,5001fC6x5AohGAcYO2,500TyDPH2Ju5MGMI2J,Case
02sn5RqcK8i7jVXAB4,Product question,This is a synthetic message regarding product question. No response is required.,Raviq X. Belnor-Dell,03447 Morgan Groves,crm-support@example.invalid,Read,2023-11-01T06:20:21Z,2023-11-01T21:17:04Z,1,0,5005lQsIFkFC2BjAOY,721CmA86MnDG5WjQIG,Opportunity
02s8t0qP2T3mkS7IID,Workshop details,This is a synthetic message regarding workshop details. No response is required.,Synthetic CRM Support,402 Peterson Drives,pella-o.denvik-fen.794-7806@example.invalid,Sent,2025-09-10T16:53:44Z,2025-09-10T02:34:16Z,0,1,,72ilBGasOCP9rvYIXO,Opportunity
02sFAj9QokcKl5RQD0,Product question,This is a synthetic message regarding product question. No response is required.,Orin F. Farlowe-Hart,1715 Andrew Crossroad,crm-support@example.invalid,Read,2024-04-29T07:07:08Z,2024-04-29T23:51:18Z,1,0,,500Yv70HUAYbnH7A78,Case
02sOAEWItQVxOMCY59,Service update,This is a synthetic message regarding service update. No response is required.,Synthetic CRM Support,402 Peterson Drives,nali-w.galenor-jade.796-4765@example.invalid,Draft,2025-05-13T01:36:30Z,2025-05-13T19:20:49Z,0,0,,801R0MJQwCJbxTUQF2,Order
02sEui7lFzIKaFFQVJ,Contract follow-up,This is a synthetic message regarding contract follow-up. No response is required.,Synthetic CRM Support,402 Peterson Drives,miren-n.iverne-lake.797-5732@example.invalid,Sent,2022-08-01T01:59:43Z,2022-08-01T07:56:25Z,0,0,,02iTnw1qjQ05SljQ1U,Asset
02snT7xrOPa1LCiQDM,Service update,This is a synthetic message regarding service update. No response is required.,Synthetic CRM Support,402 Peterson Drives,lumo-e.kelmere-north.798-3634@example.invalid,Draft,2025-10-21T07:53:24Z,2025-10-21T22:25:36Z,0,0,,0017rl4CBbT95B0YG7,Account
02sQmKeQ1AXDZkuQ3M,Workshop details,This is a synthetic message regarding workshop details. No response is required.,Kessa V. Lioren-Pine,06330 Paul Road,crm-support@example.invalid,Sent,2024-12-10T10:37:28Z,2024-12-10T08:09:01Z,1,0,500vN71Gjhbk1IAQ3T,500GVdPIc1H7onkY93,Case
02sx4DUwQxXpXMrYSF,Contract follow-up,This is a synthetic message regarding contract follow-up. No response is required.,Synthetic CRM Support,402 Peterson Drives,jorin-m.norrell-reed.800-4249@example.invalid,Read,2021-03-26T02:10:13Z,2021-03-26T01:27:05Z,0,0,500P13Hxb7ONz8cAHT,02in6IrA4jpuDBKIDV,Asset
02s8zdXS2VLcvu0Q5F,Workshop details,This is a synthetic message regarding workshop details. No response is required.,Synthetic CRM Support,402 Peterson Drives,ivara-d.prynn-bay.801-5356@example.invalid,Draft,2025-10-15T06:52:38Z,2025-10-15T07:45:18Z,0,0,,026bP5aoRYukgxlY0X,Order
02sFopEn6hUN5zfALD,Product question,This is a synthetic message regarding product question. No response is required.,Synthetic CRM Support,402 Peterson Drives,fenn-u.quillen-dell.802-505@example.invalid,Read,2025-12-31T05:03:36Z,2025-12-31T04:44:19Z,0,0,500e6bVSrhd4CaaIF4,001Hbp8pEhElgRqIO2,Account
02swQ2CsugZMGtLAPW,Service update,This is a synthetic message regarding service update. No response is required.,Synthetic CRM Support,402 Peterson Drives,elari-l.aldren-glen.803-9954@example.invalid,Draft,2025-08-16T11:26:00Z,2025-08-16T04:35:42Z,0,1,5000hwGp7NMBWjhQBQ,02ildc5tGJwh8TEQJ6,Asset
02sFEP9SuDpbhYdQYD,Product question,This is a synthetic message regarding product question. No response is required.,Synthetic CRM Support,402 Peterson Drives,daro-c.corven-isle.804-8055@example.invalid,Sent,2024-01-26T09:03:33Z,2024-01-26T22:25:28Z,0,0,500soCGkCTJ00RqYQ7,500GK18fPSI878FIMN,Case
02sNjZxP97RKslFYIH,Service update,This is a synthetic message regarding service update. No response is required.,Ceryn T. Denvik-Knoll,26949 Hunter Heights,crm-support@example.invalid,Read,2023-01-15T07:35:12Z,2023-01-15T22:26:36Z,1,0,500vmYNcsdkegUPQVR,00iA1KWe8K1vrY1ANF,Opportunity
02soZ71RUnKhOPbQ94,Product question,This is a synthetic message regarding product question. No response is required.,Bexa K. Farlowe-Moor,9194 Hayes Summit,crm-support@example.invalid,Draft,2025-12-13T20:36:42Z,2025-12-13T04:24:12Z,1,1,,800cbFk7tA83xDzY58,Contract
02s33zNQIyPthSDYC6,Contract follow-up,This is a synthetic message regarding contract follow-up. No response is required.,Aven B. Hollin-Oak,265 Ryan Viaduct,crm-support@example.invalid,Read,2023-06-21T08:31:06Z,2023-06-21T00:02:52Z,1,0,500aQIdYV4WZEUIIOP,80012mZOYFXyz8KQEI,Contract
02s44p52smBm269YDP,Workshop details,This is a synthetic message regarding workshop details. No response is required.,Synthetic CRM Support,402 Peterson Drives,veya-r.iverne-quill.808-6714@example.invalid,Read,2021-04-21T03:54:27Z,2021-04-21T15:03:10Z,0,1,,001Ou3cLagv7VIiQYI,Opportunity
02sjdy2dpD3bQWCQHZ,Product question,This is a synthetic message regarding product question. No response is required.,Tovan I. Kelmere-Ash,70511 Mccarthy Rest,crm-support@example.invalid,Read,2022-11-21T15:30:59Z,2022-11-21T17:27:40Z,1,0,500oqEvdg0aLB9xA3L,800xrloepD6l9xhY8I,Contract
02sCMhCbhGak1dVAEM,Service update,This is a synthetic message regarding service update. No response is required.,Sena Z. Lioren-Crest,35357 Peters Ports,crm-support@example.invalid,Read,2024-11-30T13:19:21Z,2024-11-30T03:15:57Z,1,1,500FuEZPTaNsDUoAM3,,
02sZPX7zBn4IeBbYHK,Workshop details,This is a synthetic message regarding workshop details. No response is required.,Synthetic CRM Support,402 Peterson Drives,raviq-q.norrell-elm.811-112@example.invalid,Read,2022-12-24T10:53:12Z,2022-12-24T01:08:55Z,0,0,500seYnSbZ2zZ0SI7E,500PHkPj5bCX2RXAT6,Case
02sSZxqNjwRfVnLY8E,Service update,This is a synthetic message regarding service update. No response is required.,Pella H. Prynn-Glen,42507 Jeffrey Alley,crm-support@example.invalid,Read,2022-01-02T16:45:49Z,2022-01-02T06:55:07Z,1,0,,001kgFF0qALhnGGYD4,Account
02sXKQuf4MDDsIbARV,Service update,This is a synthetic message regarding service update. No response is required.,Orin Y. Quillen-Isle,0443 Kenneth Burgs,crm-support@example.invalid,Draft,2021-10-11T21:36:50Z,2021-10-11T21:03:37Z,1,0,,,
02siW5SKP6vUCIqYF0,Product question,This is a synthetic message regarding product question. No response is required.,Nali P. Aldren-Lake,2568 Cristina Rue,crm-support@example.invalid,Draft,2026-04-29T03:53:14Z,2026-04-29T13:53:33Z,1,0,,7019g7m2YfxR5uxQ6M,Campaign
02snaqbdMKnlzIaQI6,Service update,This is a synthetic message regarding service update. No response is required.,Miren G. Corven-North,5176 Alicia Row,crm-support@example.invalid,Sent,2022-02-24T17:56:31Z,2022-02-24T21:36:36Z,1,0,,001F0HyTq0ZVe9LIP9,Account
02sbr716SQBxKlXAD4,Service update,This is a synthetic message regarding service update. No response is required.,Lumo X. Denvik-Pine,608 Vasquez Skyway,crm-support@example.invalid,Draft,2022-11-01T11:03:04Z,2022-11-01T13:38:46Z,1,0,,000ivHnEkBtiEjzAF1,Opportunity
02srOeDYb5yAjQjYP9,Product question,This is a synthetic message regarding product question. No response is required.,Kessa O. Farlowe-Reed,5354 Wilson Heights,crm-support@example.invalid,Draft,2023-11-02T01:42:43Z,2023-11-02T06:50:07Z,1,0,,500VRm2dyxzqxj7A4E,Case
02sE35qCSRSCC2hAE1,Service update,This is a synthetic message regarding service update. No response is required.,Synthetic CRM Support,402 Peterson Drives,jorin-f.hollin-bay.818-4131@example.invalid,Draft,2024-01-25T04:33:58Z,2024-01-25T14:33:49Z,0,0,500jvMgLSOwcSO6APC,5009Sci5xU9lLTqQCD,Case
02sMubCqGyAiTjpYNG,Product question,This is a synthetic message regarding product question. No response is required.,Ivara W. Iverne-Dell,53765 Joyce Rapids,crm-support@example.invalid,Draft,2024-11-24T03:21:49Z,2024-11-24T07:01:25Z,1,0,500bP9gRVsCbFIVIXH,800z269R6ifpeYRQJR,Contract
02sgwtHw3JZxthXQJM,Product question,This is a synthetic message regarding product question. No response is required.,Synthetic CRM Support,402 Peterson Drives,fenn-n.kelmere-fen.820-423@example.invalid,Sent,2022-05-21T01:22:35Z,2022-05-21T04:53:35Z,0,0,,7017CM39bNZR7A7Q8R,Campaign
02sdCihy0MyaZClIL6,Workshop details,This is a synthetic message regarding workshop details. No response is required.,Elari E. Mavren-Hart,365 Joshua Shoal,crm-support@example.invalid,Sent,2024-01-05T13:13:55Z,2024-01-05T01:30:43Z,1,0,,500d0rFPGOsGDk2QHU,Case
02s0LjHbJZKch6KI2S,Workshop details,This is a synthetic message regarding workshop details. No response is required.,Synthetic CRM Support,402 Peterson Drives,daro-v.norrell-jade.822-7223@example.invalid,Read,2021-09-18T02:38:08Z,2021-09-18T23:26:46Z,0,0,500s6SZGPcoRjobA9H,01tURhthsLx6JyoQOA,Product2
02sjA0cosYqN0I9YQX,Workshop details,This is a synthetic message regarding workshop details. No response is required.,Ceryn M. Prynn-Lake,231 Gregory Burgs,crm-support@example.invalid,Read,2022-02-14T00:33:25Z,2022-02-14T15:18:14Z,1,0,500jc4H5SSAqJggIGM,500etI5dTOGadVTA66,Case
02sHU4Qh9Hpju0qAGJ,Workshop details,This is a synthetic message regarding workshop details. No response is required.,Synthetic CRM Support,402 Peterson Drives,bexa-d.rellor-north.824-8342@example.invalid,Sent,2025-08-31T17:52:45Z,2025-08-31T17:30:21Z,0,0,,001OLdGcwV4anrfQXZ,Account
02sNtpF6VGQntMzYHL,Service update,This is a synthetic message regarding service update. No response is required.,Aven U. Aldren-Quill,045 Carly Motorway,crm-support@example.invalid,Draft,2021-07-05T02:50:00Z,2021-07-05T16:11:49Z,1,1,500UfWaEO0N9XrDQ0W,80t37iypOi0vj92Q9J,Opportunity
02s0xQAAZz1eecxYZZ,Workshop details,This is a synthetic message regarding workshop details. No response is required.,Veya K. Corven-Ash,778 Pamela Junctions,crm-support@example.invalid,Draft,2022-07-21T23:49:19Z,2022-07-21T17:13:16Z,1,0,500ipNOxN4ItCsaAFX,51iB8VNbijPpetFIJJ,Opportunity
02sfHrJlJgtalVHQLF,Workshop details,This is a synthetic message regarding workshop details. No response is required.,Synthetic CRM Support,402 Peterson Drives,tovan-b.esmere-crest.827-4811@example.invalid,Draft,2025-05-28T14:56:08Z,2025-05-28T01:49:40Z,0,0,,02iL5hSf0cp4G09YNQ,Asset
02spe2Cq8bak0MCIP9,Workshop details,This is a synthetic message regarding workshop details. No response is required.,Sena S. Farlowe-Elm,7155 Mills Viaduct,crm-support@example.invalid,Sent,2024-03-11T12:14:08Z,2024-03-11T13:09:23Z,1,0,,001qwQ0uBTzXeScQCK,Account
02sRytojraPQTLlYA9,Workshop details,This is a synthetic message regarding workshop details. No response is required.,Raviq J. Hollin-Glen,41321 Jon Crest,crm-support@example.invalid,Read,2022-04-02T10:00:04Z,2022-04-02T11:37:08Z,1,0,,01tDBFsgsRefO2HYYS,Product2
02syd9wSQYYvHiCYN1,Service update,This is a synthetic message regarding service update. No response is required.,Pella A. Jassel-Isle,570 Johnson Oval,crm-support@example.invalid,Read,2022-07-26T16:56:26Z,2022-07-26T23:39:39Z,1,0,,70119DkKdradggLYK9,Campaign
02sO79yuniFnIllION,Contract follow-up,This is a synthetic message regarding contract follow-up. No response is required.,Orin R. Kelmere-Knoll,968 Jon Crest,crm-support@example.invalid,Draft,2023-07-20T05:30:51Z,2023-07-20T08:46:05Z,1,0,,001jsWcaI2ueqNkQ4J,Account
02sIymMcRWxLmTXIGQ,Product question,This is a synthetic message regarding product question. No response is required.,Synthetic CRM Support,402 Peterson Drives,nali-i.mavren-moor.832-3900@example.invalid,Draft,2022-11-11T12:30:27Z,2022-11-11T12:15:09Z,0,0,,01t2EzMCSR6AFKDYFT,Product2
02ssv5POo94kmSfIY3,Contract follow-up,This is a synthetic message regarding contract follow-up. No response is required.,Miren Z. Norrell-Oak,12229 Samuel Lakes,crm-support@example.invalid,Draft,2025-10-07T06:12:45Z,2025-10-07T16:17:29Z,1,1,500aJvIczHCrt6KY7Q,701xpHq35ZSnJpBQKY,Campaign
02sAwpPgmdoiqAKI9W,Contract follow-up,This is a synthetic message regarding contract follow-up. No response is required.,Lumo Q. Prynn-Quill,92378 Grant Neck,crm-support@example.invalid,Read,2022-08-27T08:54:16Z,2022-08-27T05:11:15Z,1,0,,801fao2nlG1nnOLQ9K,Order
02sDuM8k6KAWCqjAMS,Contract follow-up,This is a synthetic message regarding contract follow-up. No response is required.,Synthetic CRM Support,402 Peterson Drives,kessa-h.rellor-ash.835-1241@example.invalid,Read,2023-06-25T05:33:59Z,2023-06-25T09:48:15Z,0,0,500upf4B7JlodnUQ7P,001tvKQbYklnB9tY2P,Account
02s5K0UhsroIIM4AZZ,Service update,This is a synthetic message regarding service update. No response is required.,Jorin Y. Aldren-Dell,73377 Lewis Extensions,crm-support@example.invalid,Read,2024-01-28T21:41:17Z,2024-01-28T11:26:19Z,1,0,,506lE6RMDqvThysAOK,Opportunity
02stJLtZhCuPjp5IKC,Service update,This is a synthetic message regarding service update. No response is required.,Ivara P. Corven-Fen,6035 Cole Villages,crm-support@example.invalid,Sent,2022-10-30T09:48:12Z,2022-10-30T22:08:07Z,1,0,,,
02s40Uc3JhgQMYOYI4,Contract follow-up,This is a synthetic message regarding contract follow-up. No response is required.,Fenn G. Esmere-Hart,4895 Wyatt Mountains,crm-support@example.invalid,Read,2021-11-27T07:22:59Z,2021-11-27T10:11:09Z,1,0,,001pIL1pKCki17BQWN,Opportunity
02sRNeNatQuZ08BYFA,Service update,This is a synthetic message regarding service update. No response is required.,Synthetic CRM Support,402 Peterson Drives,elari-x.farlowe-jade.839-4387@example.invalid,Sent,2023-02-27T11:16:38Z,2023-02-27T18:38:21Z,0,0,,001BAfwqbwr0TsUA0T,Account
02spxw0AMQwysHeABY,Product question,This is a synthetic message regarding product question. No response is required.,Synthetic CRM Support,402 Peterson Drives,daro-o.hollin-lake.840-2480@example.invalid,Draft,2021-09-17T20:36:44Z,2021-09-17T05:23:36Z,0,1,500Q3HBMWyorPWfIMP,001zC4hdWCH77CfYVC,Account
02s3ceUCFK2S7RjAZR,Workshop details,This is a synthetic message regarding workshop details. No response is required.,Synthetic CRM Support,402 Peterson Drives,ceryn-f.jassel-north.841-6670@example.invalid,Sent,2023-04-11T09:46:20Z,2023-04-11T15:45:06Z,0,1,,,
02sBCqgfw0UUwe6IHX,Contract follow-up,This is a synthetic message regarding contract follow-up. No response is required.,Bexa W. Kelmere-Pine,58644 Santiago Field,crm-support@example.invalid,Draft,2021-12-14T15:24:20Z,2021-12-14T17:21:33Z,1,0,500Z8doQG1Q0Z80YQ1,52twUqMYL1d6Ai8AH2,Opportunity
02sNp4iA7Qg5PSTA3R,Workshop details,This is a synthetic message regarding workshop details. No response is required.,Synthetic CRM Support,402 Peterson Drives,aven-n.mavren-reed.843-3434@example.invalid,Read,2024-08-05T03:41:46Z,2024-08-05T05:34:24Z,0,0,,0012B0IsTb8G7BVAST,Account
02sNbDcTtbHxtNPILX,Service update,This is a synthetic message regarding service update. No response is required.,Veya D. Orvell-Bay,497 Thomas Rest,crm-support@example.invalid,Draft,2026-06-30T02:30:31Z,2026-06-30T15:56:49Z,1,0,,500n68PWt0j123qQET,Case
02suJ7HZIJJiC5dYL0,Workshop details,This is a synthetic message regarding workshop details. No response is required.,Tovan U. Prynn-Dell,21500 Joshua Plaza,crm-support@example.invalid,Sent,2025-05-20T10:32:55Z,2025-05-20T04:57:34Z,1,0,,0014rAjCuliftUBIPG,Account
02sqsfHH4CzAfqkIXR,Service update,This is a synthetic message regarding service update. No response is required.,Synthetic CRM Support,402 Peterson Drives,sena-l.rellor-fen.846-5325@example.invalid,Sent,2023-12-07T01:18:36Z,2023-12-07T23:19:19Z,0,0,500hA6g5wEy6U3uIRO,001I9h4vN2Mpc08I26,Account
02shybnKxvY18ItYDP,Service update,This is a synthetic message regarding service update. No response is required.,Synthetic CRM Support,402 Peterson Drives,raviq-c.belnor-isle.847-645@example.invalid,Read,2022-04-02T19:13:50Z,2022-04-02T21:22:39Z,0,0,,001jsWcaI2ueqNkQ4J,Account
02sP1NU4jS0FutyYK1,Contract follow-up,This is a synthetic message regarding contract follow-up. No response is required.,Synthetic CRM Support,402 Peterson Drives,pella-t.corven-knoll.848-4280@example.invalid,Read,2026-06-23T04:02:42Z,2026-06-23T05:02:11Z,0,0,500ZxlfiB6MEEfbAWE,02iUv5HTYepIaYnAGF,Asset
02sXGruJrsVEj6nQ58,Service update,This is a synthetic message regarding service update. No response is required.,Orin K. Esmere-Moor,532 Harris Ridges,crm-support@example.invalid,Read,2022-10-11T22:32:20Z,2022-10-11T17:38:29Z,1,0,,,
02s5IrWMIdotNEWIE0,Product question,This is a synthetic message regarding product question. No response is required.,Synthetic CRM Support,402 Peterson Drives,nali-b.galenor-oak.850-7757@example.invalid,Read,2024-12-12T13:03:39Z,2024-12-12T23:33:30Z,0,0,,01ticCsbXrjWF9FAH9,Product2
02scXanYRc3xnWRQAG,Contract follow-up,This is a synthetic message regarding contract follow-up. No response is required.,Synthetic CRM Support,402 Peterson Drives,miren-s.hollin-quill.851-4910@example.invalid,Sent,2021-12-31T15:10:40Z,2021-12-31T03:19:50Z,0,0,,800vHqrvzyIHBSzYPY,Opportunity
02sBkKiCYMA7sGnI2F,Product question,This is a synthetic message regarding product question. No response is required.,Synthetic CRM Support,402 Peterson Drives,lumo-j.jassel-ash.852-3168@example.invalid,Draft,2023-09-23T17:30:55Z,2023-09-23T04:28:29Z,0,1,,001O8ZWUKMYoipYYQ7,Account
02si46mv1d809GtIVR,Service update,This is a synthetic message regarding service update. No response is required.,Kessa A. Lioren-Crest,16772 Jefferson Terrace,crm-support@example.invalid,Draft,2025-03-25T04:20:55Z,2025-03-25T01:38:37Z,1,0,,001XuarHFEI17I9AWA,Account
02skcFjFWeniUuQIM7,Workshop details,This is a synthetic message regarding workshop details. No response is required.,Jorin R. Mavren-Elm,436 Yu Spur,crm-support@example.invalid,Sent,2021-10-14T04:18:25Z,2021-10-14T14:46:31Z,1,0,,500i7oO3YL9dHNpAKM,Case
02s0EmZx1CpNyVrQ4M,Contract follow-up,This is a synthetic message regarding contract follow-up. No response is required.,Synthetic CRM Support,402 Peterson Drives,ivara-i.orvell-glen.855-6227@example.invalid,Draft,2025-11-11T05:25:32Z,2025-11-11T23:39:29Z,0,0,,,
02sDv63xnCSUiY1QIG,Service update,This is a synthetic message regarding service update. No response is required.,Fenn Z. Prynn-Isle,898 Meghan Light,crm-support@example.invalid,Sent,2024-09-24T07:44:28Z,2024-09-24T04:47:23Z,1,0,,001v16OKJFuZcV0QCS,Account
02sZ8O8MPLlMIGaAG6,Contract follow-up,This is a synthetic message regarding contract follow-up. No response is required.,Elari Q. Rellor-Knoll,092 Kelley Manors,crm-support@example.invalid,Sent,2023-06-06T09:35:28Z,2023-06-06T17:11:28Z,1,0,,500tkFKC6BhnvRVQZS,Case
02s9HAVRNhHmVzDYH5,Contract follow-up,This is a synthetic message regarding contract follow-up. No response is required.,Daro H. Belnor-North,07223 Berry Harbors,crm-support@example.invalid,Read,2022-02-09T11:59:37Z,2022-02-09T23:50:36Z,1,0,,02ieYD2PUgybrRJI96,Asset
02s9JQ2ryxGSn1pAQG,Product question,This is a synthetic message regarding product question. No response is required.,Synthetic CRM Support,402 Peterson Drives,ceryn-y.corven-pine.859-4211@example.invalid,Sent,2021-09-10T03:39:44Z,2021-09-10T22:28:43Z,0,0,500Q3HBMWyorPWfIMP,,
02sxUpD9JLgW5VzAD0,Contract follow-up,This is a synthetic message regarding contract follow-up. No response is required.,Bexa P. Esmere-Reed,2872 Jamie Rapid,crm-support@example.invalid,Sent,2023-06-20T02:44:16Z,2023-06-20T12:17:40Z,1,0,500yGI2ghsMEClFINV,500qRbhaSLkySMzQ1K,Case
02s3QlcezG3V8fNYTE,Product question,This is a synthetic message regarding product question. No response is required.,Aven G. Galenor-Bay,3726 John Drive,crm-support@example.invalid,Sent,2021-09-11T08:42:48Z,2021-09-11T23:17:40Z,1,0,,800QbKDcVxtNcdnI6F,Opportunity
02s0uMhMOJ5hOyCQCJ,Contract follow-up,This is a synthetic message regarding contract follow-up. No response is required.,Veya W. Hollin-Dell,840 William Roads,crm-support@example.invalid,Draft,2021-03-12T06:16:56Z,2021-03-12T22:05:27Z,1,0,,001XJBJ9looV3jVARS,Account
02sOxd7t7JqTktCIZX,Workshop details,This is a synthetic message regarding workshop details. No response is required.,Tovan N. Jassel-Fen,19646 Bobby Hollow,crm-support@example.invalid,Read,2024-12-03T12:44:13Z,2024-12-03T19:25:29Z,1,0,500uD77OeFRhW8tID3,001vXGsLaTZksTjQHC,Account
02sSffnQbJBiBp4QL5,Product question,This is a synthetic message regarding product question. No response is required.,Synthetic CRM Support,402 Peterson Drives,sena-e.lioren-hart.864-3739@example.invalid,Draft,2023-04-26T17:32:38Z,2023-04-26T22:47:41Z,0,0,,,
02sN28m9gy1SzE4YPF,Workshop details,This is a synthetic message regarding workshop details. No response is required.,Raviq V. Mavren-Jade,9574 Welch Islands,crm-support@example.invalid,Draft,2025-06-12T23:49:16Z,2025-06-12T04:39:45Z,1,0,,,
02sPhAAJgVHrvBdARN,Workshop details,This is a synthetic message regarding workshop details. No response is required.,Pella M. Orvell-Lake,72188 Gutierrez Locks,crm-support@example.invalid,Draft,2025-02-25T14:25:39Z,2025-02-25T23:28:23Z,1,0,500xuH9PGOisfDpISK,0204HF7wVTuoVneYOB,Opportunity
02s7naWudwXXFN6QME,Workshop details,This is a synthetic message regarding workshop details. No response is required.,Synthetic CRM Support,402 Peterson Drives,orin-d.quillen-north.867-5855@example.invalid,Draft,2022-06-12T14:55:09Z,2022-06-12T14:30:26Z,0,0,,00i5NoS0FHkqTteQ5Q,Opportunity
02sFTbEX9SaLXd6A12,Contract follow-up,This is a synthetic message regarding contract follow-up. No response is required.,Synthetic CRM Support,402 Peterson Drives,nali-u.rellor-pine.868-3495@example.invalid,Read,2025-01-13T02:14:23Z,2025-01-13T01:38:45Z,0,0,5005GHVtmCPkKRcA9X,01tCRyGDRzBg7uOANM,Product2
02s4sp86HUPXzyWQAR,Service update,This is a synthetic message regarding service update. No response is required.,Synthetic CRM Support,402 Peterson Drives,miren-l.belnor-ash.869-3948@example.invalid,Read,2023-06-20T21:15:06Z,2023-06-20T15:19:15Z,0,0,,001hgdJHI7bDrNzIKJ,Account
02sbWbf6LSFXKPgQSU,Product question,This is a synthetic message regarding product question. No response is required.,Synthetic CRM Support,402 Peterson Drives,lumo-c.denvik-crest.870-5945@example.invalid,Draft,2023-12-08T03:29:58Z,2023-12-08T21:42:19Z,0,1,,500FveuVQlJ7lBaIJ0,Case
02sG6kf6zbMwo4XA81,Service update,This is a synthetic message regarding service update. No response is required.,Kessa T. Esmere-Elm,43925 Carly Ramp,crm-support@example.invalid,Read,2025-10-24T15:05:20Z,2025-10-24T13:00:43Z,1,0,,01tBe6YHqK3HBCaQ0M,Opportunity
02sECvHE1HMLmodIXW,Product question,This is a synthetic message regarding product question. No response is required.,Synthetic CRM Support,402 Peterson Drives,jorin-k.galenor-glen.872-9202@example.invalid,Sent,2025-11-01T00:25:37Z,2025-11-01T05:48:37Z,0,1,500Q5LLkeV4Lqo7AEA,0012Sv7fgBrqn2tAX8,Account
02sebViD3okMS5HY29,Product question,This is a synthetic message regarding product question. No response is required.,Synthetic CRM Support,402 Peterson Drives,ivara-b.iverne-isle.873-8380@example.invalid,Read,2024-05-09T09:28:28Z,2024-05-09T15:06:10Z,0,0,,001A42WSazTcqOlAN5,Account
02sbkaiDtJ2MuBZIZ6,Service update,This is a synthetic message regarding service update. No response is required.,Synthetic CRM Support,402 Peterson Drives,fenn-s.jassel-knoll.874-3306@example.invalid,Sent,2026-01-23T04:44:00Z,2026-01-23T04:33:35Z,0,0,,,
02sfxXP2TcdZyfJQUJ,Service update,This is a synthetic message regarding service update. No response is required.,Synthetic CRM Support,402 Peterson Drives,elari-j.lioren-moor.875-6911@example.invalid,Read,2022-02-03T05:59:19Z,2022-02-03T23:44:24Z,0,0,500cvTDLNXqYP0IIO2,,
