acct_id,cardholder,state,txn_index,timestamp,merchant_cat,merchant,txn_amount
ACCT-3D778099,Kelsey Rogers,CA,20,2025-01-11 16:39:15,retail,Target,149.62
ACCT-3D778099,Kelsey Rogers,CA,21,2025-01-12 07:47:39,gas,Shell,90.87
ACCT-3D778099,Kelsey Rogers,CA,22,2025-01-12 11:57:45,e-commerce,Amazon,175.06
ACCT-3D778099,Kelsey Rogers,CA,23,2025-01-12 12:03:47,healthcare,Walgreens,32.47
ACCT-3D778099,Kelsey Rogers,CA,24,2025-01-13 00:00:46,subscription,Netflix,9.99
ACCT-3D778099,Kelsey Rogers,CA,25,2025-01-13 12:51:45,e-commerce,Amazon,173.08
ACCT-3D778099,Kelsey Rogers,CA,26,2025-01-14 00:00:41,subscription,Spotify,14.99
ACCT-3D778099,Kelsey Rogers,CA,27,2025-01-14 07:00:16,grocery,Whole Foods Market,99.75
ACCT-3D778099,Kelsey Rogers,CA,28,2025-01-15 14:05:03,grocery,Safeway,136.41
ACCT-3D778099,Kelsey Rogers,CA,29,2025-01-16 07:30:57,subscription,Spotify,12.99
ACCT-3D778099,Kelsey Rogers,CA,30,2025-01-16 13:25:32,grocery,Trader Joe's,162.84
ACCT-3D778099,Kelsey Rogers,CA,31,2025-01-17 06:11:14,subscription,Netflix,9.99
ACCT-3D778099,Kelsey Rogers,CA,32,2025-01-17 09:06:07,grocery,Whole Foods Market,199.25
ACCT-3D778099,Kelsey Rogers,CA,33,2025-01-17 16:39:33,retail,Target,93.65
ACCT-3D778099,Kelsey Rogers,CA,34,2025-01-17 18:16:33,retail,The Home Depot,245.15
ACCT-3D778099,Kelsey Rogers,CA,35,2025-01-17 20:43:15,entertainment,AMC Theatres,204.09
ACCT-3D778099,Kelsey Rogers,CA,36,2025-01-17 22:00:20,other,The UPS Store,504.64
ACCT-3D778099,Kelsey Rogers,CA,37,2025-01-18 18:52:02,gas,Chevron,171.13
ACCT-3D778099,Kelsey Rogers,CA,38,2025-01-18 19:06:33,grocery,Safeway,89.57
ACCT-3D778099,Kelsey Rogers,CA,39,2025-01-18 19:29:20,automotive,Midas,18.0
ACCT-3D778099,Kelsey Rogers,CA,40,2025-01-19 13:06:57,wire_transfer,PayPal,5615.27
ACCT-3D778099,Kelsey Rogers,CA,41,2025-01-19 17:31:16,grocery,Trader Joe's,192.87
ACCT-3D778099,Kelsey Rogers,CA,42,2025-01-20 10:39:46,healthcare,Walgreens,27.08
ACCT-3D778099,Kelsey Rogers,CA,43,2025-01-20 14:49:30,retail,Target,76.27
ACCT-3D778099,Kelsey Rogers,CA,44,2025-01-20 20:03:41,dining,Chipotle Mexican Grill,58.76
ACCT-3D778099,Kelsey Rogers,CA,45,2025-01-20 22:12:23,dining,McDonald's,89.26
ACCT-3D778099,Kelsey Rogers,CA,46,2025-01-21 21:04:32,dining,Chipotle Mexican Grill,108.22
ACCT-3D778099,Kelsey Rogers,CA,47,2025-01-22 16:00:55,grocery,Whole Foods Market,105.11
ACCT-3D778099,Kelsey Rogers,CA,48,2025-01-22 16:48:55,gas,Shell,139.46
ACCT-3D778099,Kelsey Rogers,CA,49,2025-01-22 21:26:00,dining,McDonald's,62.89
ACCT-3D778099,Kelsey Rogers,CA,50,2025-01-23 10:13:16,grocery,Trader Joe's,88.72
ACCT-3D778099,Kelsey Rogers,CA,51,2025-01-24 00:00:22,subscription,Spotify,7.99
ACCT-3D778099,Kelsey Rogers,CA,52,2025-01-24 11:33:32,gas,Shell,90.17
ACCT-3D778099,Kelsey Rogers,CA,53,2025-01-24 14:00:21,travel,Delta Air Lines,240.25
ACCT-3D778099,Kelsey Rogers,CA,54,2025-01-24 14:07:47,grocery,Safeway,263.13
ACCT-3D778099,Kelsey Rogers,CA,55,2025-01-26 10:54:10,utilities,Pacific Gas & Electric,401.61
ACCT-3D778099,Kelsey Rogers,CA,56,2025-01-26 13:20:16,e-commerce,Amazon,114.67
ACCT-3D778099,Kelsey Rogers,CA,57,2025-01-27 09:47:04,healthcare,Walgreens,13.96
ACCT-3D778099,Kelsey Rogers,CA,58,2025-01-27 09:57:36,e-commerce,Amazon,221.3
ACCT-3D778099,Kelsey Rogers,CA,59,2025-01-27 14:24:53,grocery,Trader Joe's,144.85
ACCT-3D778099,Kelsey Rogers,CA,60,2025-01-27 17:58:38,entertainment,AMC Theatres,69.12
ACCT-3D778099,Kelsey Rogers,CA,61,2025-01-27 23:56:50,entertainment,AMC Theatres,114.89
ACCT-3D778099,Kelsey Rogers,CA,62,2025-01-28 15:16:29,grocery,Whole Foods Market,79.57
ACCT-3D778099,Kelsey Rogers,CA,63,2025-01-28 22:56:25,e-commerce,Eclipse Market,99.94
ACCT-3D778099,Kelsey Rogers,CA,64,2025-01-29 09:43:07,grocery,Trader Joe's,434.16
ACCT-3D778099,Kelsey Rogers,CA,65,2025-01-29 10:47:31,wire_transfer,PayPal,4788.46
ACCT-3D778099,Kelsey Rogers,CA,66,2025-01-30 07:00:09,grocery,Trader Joe's,129.04
ACCT-3D778099,Kelsey Rogers,CA,67,2025-01-30 16:35:11,healthcare,Walgreens,12.47
ACCT-3D778099,Kelsey Rogers,CA,68,2025-01-31 11:23:38,dining,Starbucks,52.58
ACCT-3D778099,Kelsey Rogers,CA,69,2025-01-31 13:42:31,wire_transfer,PayPal,2718.98
ACCT-3D778099,Kelsey Rogers,CA,70,2025-01-31 18:21:09,entertainment,AMC Theatres,146.04
ACCT-3D778099,Kelsey Rogers,CA,71,,,,
ACCT-3D778099,Kelsey Rogers,CA,72,,,,
ACCT-3D778099,Kelsey Rogers,CA,73,,,,
ACCT-3D778099,Kelsey Rogers,CA,74,,,,
ACCT-3D778099,Kelsey Rogers,CA,75,,,,
ACCT-3D778099,Kelsey Rogers,CA,76,,,,
ACCT-3D778099,Kelsey Rogers,CA,77,,,,
ACCT-3D778099,Kelsey Rogers,CA,78,,,,
ACCT-3D778099,Kelsey Rogers,CA,79,,,,
ACCT-3D778099,Kelsey Rogers,CA,80,,,,
ACCT-3D778099,Kelsey Rogers,CA,81,,,,
ACCT-3D778099,Kelsey Rogers,CA,82,,,,
ACCT-3D778099,Kelsey Rogers,CA,83,,,,
ACCT-3D778099,Kelsey Rogers,CA,84,,,,
ACCT-3D778099,Kelsey Rogers,CA,85,,,,
ACCT-3D778099,Kelsey Rogers,CA,86,,,,
ACCT-3D778099,Kelsey Rogers,CA,87,,,,
ACCT-3D778099,Kelsey Rogers,CA,88,,,,
ACCT-3D778099,Kelsey Rogers,CA,89,,,,
ACCT-3D778099,Kelsey Rogers,CA,90,,,,
ACCT-3D778099,Kelsey Rogers,CA,91,,,,
ACCT-3D778099,Kelsey Rogers,CA,92,,,,
ACCT-3D778099,Kelsey Rogers,CA,93,,,,
ACCT-3D778099,Kelsey Rogers,CA,94,,,,
ACCT-3F9ADB52,Eric Collins,NY,1,2025-01-01 10:25:20,ATM,Chase Bank ATM,500.0
ACCT-3F9ADB52,Eric Collins,NY,2,2025-01-01 15:58:53,gas,Shell,123.96
ACCT-3F9ADB52,Eric Collins,NY,3,2025-01-02 10:04:31,healthcare,Walgreens,11.79
ACCT-3F9ADB52,Eric Collins,NY,4,2025-01-02 14:56:43,grocery,ShopRite,96.04
ACCT-3F9ADB52,Eric Collins,NY,5,2025-01-02 19:32:58,automotive,Midas,12.17
ACCT-3F9ADB52,Eric Collins,NY,6,2025-01-03 09:08:03,automotive,Midas,20.37
ACCT-3F9ADB52,Eric Collins,NY,7,2025-01-03 16:46:25,retail,Macy's,126.25
ACCT-3F9ADB52,Eric Collins,NY,8,2025-01-03 21:46:39,ATM,Chase Bank ATM,460.0
ACCT-3F9ADB52,Eric Collins,NY,9,2025-01-04 07:31:27,gas,Circle K,134.76
ACCT-3F9ADB52,Eric Collins,NY,10,2025-01-05 07:00:48,other,USPS,141.12
ACCT-3F9ADB52,Eric Collins,NY,11,2025-01-05 08:49:43,grocery,ShopRite,160.52
ACCT-3F9ADB52,Eric Collins,NY,12,2025-01-05 12:09:07,e-commerce,Amazon,432.9
ACCT-3F9ADB52,Eric Collins,NY,13,2025-01-05 19:55:43,dining,McDonald's,45.9
ACCT-3F9ADB52,Eric Collins,NY,14,2025-01-06 05:03:15,subscription,Spotify,24.99
ACCT-3F9ADB52,Eric Collins,NY,15,2025-01-06 11:51:11,retail,Macy's,125.81
ACCT-3F9ADB52,Eric Collins,NY,16,2025-01-07 13:19:47,dining,McDonald's,69.51
ACCT-3F9ADB52,Eric Collins,NY,17,2025-01-07 17:07:19,retail,Macy's,167.12
ACCT-3F9ADB52,Eric Collins,NY,18,2025-01-07 19:08:41,grocery,Trader Joe's,71.32
ACCT-3F9ADB52,Eric Collins,NY,19,2025-01-08 06:31:32,subscription,Spotify,12.99
ACCT-3F9ADB52,Eric Collins,NY,20,2025-01-08 12:37:52,travel,Delta Air Lines,842.51
ACCT-3F9ADB52,Eric Collins,NY,21,2025-01-08 16:16:37,gas,Circle K,100.91
ACCT-3F9ADB52,Eric Collins,NY,22,2025-01-08 17:09:19,retail,Macy's,213.27
ACCT-3F9ADB52,Eric Collins,NY,23,2025-01-09 07:42:36,automotive,Jiffy Lube,9.64
ACCT-3F9ADB52,Eric Collins,NY,24,2025-01-09 11:42:11,dining,Starbucks,151.82
ACCT-3F9ADB52,Eric Collins,NY,25,2025-01-10 12:58:26,other,UPS,135.44
ACCT-3F9ADB52,Eric Collins,NY,26,2025-01-10 15:33:40,retail,Target,121.31
ACCT-3F9ADB52,Eric Collins,NY,27,2025-01-10 16:15:08,grocery,Trader Joe's,117.59
ACCT-3F9ADB52,Eric Collins,NY,28,2025-01-11 10:16:20,utilities,Con Edison,352.85
ACCT-3F9ADB52,Eric Collins,NY,29,2025-01-11 15:01:30,other,USPS,49.47
ACCT-3F9ADB52,Eric Collins,NY,30,2025-01-11 16:38:26,grocery,ShopRite,115.35
ACCT-3F9ADB52,Eric Collins,NY,31,2025-01-12 05:45:05,subscription,Netflix,14.99
ACCT-3F9ADB52,Eric Collins,NY,32,2025-01-12 07:00:06,utilities,Con Edison,286.49
ACCT-3F9ADB52,Eric Collins,NY,33,2025-01-12 13:28:25,dining,Starbucks,166.65
ACCT-3F9ADB52,Eric Collins,NY,34,2025-01-12 14:46:04,gas,Shell,98.67
ACCT-3F9ADB52,Eric Collins,NY,35,2025-01-13 10:22:43,utilities,Con Edison,383.98
ACCT-3F9ADB52,Eric Collins,NY,36,2025-01-13 12:20:02,dining,McDonald's,84.93
ACCT-3F9ADB52,Eric Collins,NY,37,2025-01-14 11:42:31,ATM,Chase Bank ATM,500.0
ACCT-3F9ADB52,Eric Collins,NY,38,2025-01-14 21:00:22,grocery,ShopRite,108.66
ACCT-3F9ADB52,Eric Collins,NY,39,2025-01-15 12:10:52,ATM,Chase Bank ATM,380.0
ACCT-3F9ADB52,Eric Collins,NY,40,2025-01-15 19:06:27,grocery,ShopRite,249.69
ACCT-3F9ADB52,Eric Collins,NY,41,2025-01-16 16:59:05,gas,Shell,214.36
ACCT-3F9ADB52,Eric Collins,NY,42,2025-01-16 19:41:46,retail,Target,260.38
ACCT-3F9ADB52,Eric Collins,NY,43,2025-01-16 19:48:26,grocery,ShopRite,158.5
ACCT-3F9ADB52,Eric Collins,NY,44,2025-01-18 12:23:36,grocery,Trader Joe's,217.19
ACCT-3F9ADB52,Eric Collins,NY,45,2025-01-19 07:56:54,automotive,Midas,8.11
ACCT-3F9ADB52,Eric Collins,NY,46,2025-01-19 17:15:54,grocery,ShopRite,145.15
ACCT-3F9ADB52,Eric Collins,NY,47,2025-01-19 18:57:01,entertainment,AMC Theatres,128.37
ACCT-3F9ADB52,Eric Collins,NY,48,2025-01-20 07:03:03,healthcare,CareNow Urgent Care,21.07
ACCT-3F9ADB52,Eric Collins,NY,49,2025-01-20 09:07:44,grocery,ShopRite,88.45
ACCT-3F9ADB52,Eric Collins,NY,50,2025-01-20 10:51:47,retail,Nordstrom,66.05
ACCT-3F9ADB52,Eric Collins,NY,51,2025-01-21 19:16:43,ATM,Chase Bank ATM,320.0
ACCT-3F9ADB52,Eric Collins,NY,52,2025-01-22 09:05:41,grocery,ShopRite,73.75
ACCT-3F9ADB52,Eric Collins,NY,53,2025-01-22 11:14:01,utilities,Con Edison,274.43
ACCT-3F9ADB52,Eric Collins,NY,54,2025-01-22 15:18:12,retail,Macy's,128.91
ACCT-3F9ADB52,Eric Collins,NY,55,2025-01-23 08:03:59,grocery,ShopRite,94.7
ACCT-3F9ADB52,Eric Collins,NY,56,2025-01-24 08:26:29,healthcare,Walgreens,28.66
ACCT-3F9ADB52,Eric Collins,NY,57,2025-01-24 15:23:04,grocery,Trader Joe's,74.41
ACCT-3F9ADB52,Eric Collins,NY,58,2025-01-24 18:54:46,dining,Chipotle Mexican Grill,135.12
ACCT-3F9ADB52,Eric Collins,NY,59,2025-01-24 19:58:28,entertainment,AMC Theatres,58.46
ACCT-3F9ADB52,Eric Collins,NY,60,2025-01-24 22:39:58,entertainment,Regal Cinemas,138.41
ACCT-3F9ADB52,Eric Collins,NY,61,2025-01-25 09:36:48,grocery,Walmart,100.17
ACCT-3F9ADB52,Eric Collins,NY,62,2025-01-26 11:08:57,travel,Delta Air Lines,627.19
ACCT-3F9ADB52,Eric Collins,NY,63,2025-01-26 18:13:35,grocery,ShopRite,150.62
ACCT-3F9ADB52,Eric Collins,NY,64,2025-01-26 20:12:47,entertainment,AMC Theatres,252.25
ACCT-3F9ADB52,Eric Collins,NY,65,2025-01-27 03:57:48,subscription,Netflix,15.99
ACCT-3F9ADB52,Eric Collins,NY,66,2025-01-28 05:00:02,travel,Delta Air Lines,743.62
ACCT-3F9ADB52,Eric Collins,NY,67,2025-01-28 08:17:23,gas,Shell,79.83
ACCT-3F9ADB52,Eric Collins,NY,68,2025-01-28 17:12:49,dining,Starbucks,73.28
ACCT-3F9ADB52,Eric Collins,NY,69,2025-01-29 00:00:22,subscription,Spotify,24.99
ACCT-3F9ADB52,Eric Collins,NY,70,2025-01-29 08:15:33,automotive,Firestone Complete Auto Care,18.71
ACCT-3F9ADB52,Eric Collins,NY,71,2025-01-29 08:17:57,gas,Circle K,101.76
ACCT-3F9ADB52,Eric Collins,NY,72,2025-01-29 12:28:26,utilities,Con Edison,275.23
ACCT-3F9ADB52,Eric Collins,NY,73,2025-01-29 17:03:13,grocery,Trader Joe's,190.06
ACCT-3F9ADB52,Eric Collins,NY,74,2025-01-30 09:05:37,subscription,Netflix,12.99
ACCT-3F9ADB52,Eric Collins,NY,75,2025-01-30 11:41:39,e-commerce,Amazon,85.58
ACCT-3F9ADB52,Eric Collins,NY,76,2025-01-30 12:33:19,ATM,Chase Bank ATM,500.0
ACCT-3F9ADB52,Eric Collins,NY,77,2025-01-30 15:26:00,gas,Shell,116.78
ACCT-3F9ADB52,Eric Collins,NY,78,2025-01-30 18:06:48,e-commerce,Amazon,172.02
ACCT-3F9ADB52,Eric Collins,NY,79,2025-01-31 06:08:37,subscription,Netflix,12.99
ACCT-3F9ADB52,Eric Collins,NY,80,,,,
ACCT-3F9ADB52,Eric Collins,NY,81,,,,
ACCT-3F9ADB52,Eric Collins,NY,82,,,,
ACCT-3F9ADB52,Eric Collins,NY,83,,,,
ACCT-3F9ADB52,Eric Collins,NY,84,,,,
ACCT-3F9ADB52,Eric Collins,NY,85,,,,
ACCT-3F9ADB52,Eric Collins,NY,86,,,,
ACCT-3F9ADB52,Eric Collins,NY,87,,,,
ACCT-3F9ADB52,Eric Collins,NY,88,,,,
ACCT-3F9ADB52,Eric Collins,NY,89,,,,
ACCT-3F9ADB52,Eric Collins,NY,90,,,,
ACCT-3F9ADB52,Eric Collins,NY,91,,,,
ACCT-3F9ADB52,Eric Collins,NY,92,,,,
ACCT-3F9ADB52,Eric Collins,NY,93,,,,
ACCT-3F9ADB52,Eric Collins,NY,94,,,,
ACCT-3FAC1C31,Miguel Sosa,CA,1,2025-01-01 11:48:46,e-commerce,Amazon,139.0
ACCT-3FAC1C31,Miguel Sosa,CA,2,2025-01-02 10:08:10,utilities,Pacific Gas & Electric,67.28
ACCT-3FAC1C31,Miguel Sosa,CA,3,2025-01-02 14:16:40,grocery,Safeway,34.9
ACCT-3FAC1C31,Miguel Sosa,CA,4,2025-01-03 16:20:14,travel,Delta Air Lines,713.97
ACCT-3FAC1C31,Miguel Sosa,CA,5,2025-01-04 09:25:20,wire_transfer,Western Union,2876.67
ACCT-3FAC1C31,Miguel Sosa,CA,6,2025-01-04 11:11:25,other,DHL,34.67
ACCT-3FAC1C31,Miguel Sosa,CA,7,2025-01-04 14:47:10,retail,Best Buy,50.63
ACCT-3FAC1C31,Miguel Sosa,CA,8,2025-01-04 18:59:01,dining,McDonald's,74.66
ACCT-3FAC1C31,Miguel Sosa,CA,9,2025-01-04 19:50:27,grocery,Trader Joe's,32.98
ACCT-3FAC1C31,Miguel Sosa,CA,10,2025-01-05 12:37:24,dining,McDonald's,23.54
ACCT-3FAC1C31,Miguel Sosa,CA,11,2025-01-05 17:38:10,retail,Target,39.25
ACCT-3FAC1C31,Miguel Sosa,CA,12,2025-01-07 09:51:11,travel,Delta Air Lines,452.37
ACCT-3FAC1C31,Miguel Sosa,CA,13,2025-01-07 14:49:12,automotive,Jiffy Lube,89.62
ACCT-3FAC1C31,Miguel Sosa,CA,14,2025-01-07 16:25:28,gas,Chevron,63.99
ACCT-3FAC1C31,Miguel Sosa,CA,15,2025-01-07 16:48:19,retail,Nordstrom,17.69
ACCT-3FAC1C31,Miguel Sosa,CA,16,2025-01-07 17:13:17,dining,Chipotle Mexican Grill,51.76
ACCT-3FAC1C31,Miguel Sosa,CA,17,2025-01-08 10:34:04,utilities,Pacific Gas & Electric,114.55
ACCT-3FAC1C31,Miguel Sosa,CA,18,2025-01-08 19:03:54,entertainment,AMC Theatres,31.09
ACCT-3FAC1C31,Miguel Sosa,CA,19,2025-01-08 22:06:17,dining,Starbucks,88.53
ACCT-3FAC1C31,Miguel Sosa,CA,20,2025-01-09 07:55:40,grocery,Trader Joe's,60.16
ACCT-3FAC1C31,Miguel Sosa,CA,21,2025-01-09 11:35:22,utilities,Pacific Gas & Electric,121.01
ACCT-3FAC1C31,Miguel Sosa,CA,22,2025-01-09 17:32:43,retail,Target,61.37
ACCT-3FAC1C31,Miguel Sosa,CA,23,2025-01-09 18:42:00,dining,Starbucks,17.65
ACCT-3FAC1C31,Miguel Sosa,CA,24,2025-01-10 12:57:10,grocery,Trader Joe's,45.6
ACCT-3FAC1C31,Miguel Sosa,CA,25,2025-01-10 18:23:45,ATM,Chase Bank ATM,140.0
ACCT-3FAC1C31,Miguel Sosa,CA,26,2025-01-10 20:39:24,gas,Shell,52.94
ACCT-3FAC1C31,Miguel Sosa,CA,27,2025-01-11 00:16:00,subscription,Netflix,15.99
ACCT-3FAC1C31,Miguel Sosa,CA,28,2025-01-11 07:00:25,grocery,Trader Joe's,50.33
ACCT-3FAC1C31,Miguel Sosa,CA,29,2025-01-11 15:44:03,ATM,Wells Fargo ATM,160.0
ACCT-3FAC1C31,Miguel Sosa,CA,30,2025-01-12 00:00:38,subscription,Spotify,15.99
ACCT-3FAC1C31,Miguel Sosa,CA,31,2025-01-12 07:29:15,gas,Shell,63.02
ACCT-3FAC1C31,Miguel Sosa,CA,32,2025-01-13 10:23:26,utilities,Pacific Gas & Electric,96.31
ACCT-3FAC1C31,Miguel Sosa,CA,33,2025-01-13 12:43:54,dining,Starbucks,50.1
ACCT-3FAC1C31,Miguel Sosa,CA,34,2025-01-13 13:31:22,ATM,Chase Bank ATM,140.0
ACCT-3FAC1C31,Miguel Sosa,CA,35,2025-01-13 17:57:42,other,FedEx Office,55.91
ACCT-3FAC1C31,Miguel Sosa,CA,36,2025-01-14 10:22:31,healthcare,Walgreens,18.2
ACCT-3FAC1C31,Miguel Sosa,CA,37,2025-01-14 15:26:05,ATM,Wells Fargo ATM,140.0
ACCT-3FAC1C31,Miguel Sosa,CA,38,2025-01-14 17:11:11,automotive,Caliber Collision,12.33
ACCT-3FAC1C31,Miguel Sosa,CA,39,2025-01-15 09:08:52,automotive,Midas,204.17
ACCT-3FAC1C31,Miguel Sosa,CA,40,2025-01-15 14:31:04,other,7-Eleven,36.67
ACCT-3FAC1C31,Miguel Sosa,CA,41,2025-01-15 17:52:28,grocery,Whole Foods Market,46.96
ACCT-3FAC1C31,Miguel Sosa,CA,42,2025-01-16 10:02:14,utilities,Pacific Gas & Electric,104.01
ACCT-3FAC1C31,Miguel Sosa,CA,43,2025-01-16 22:33:14,entertainment,AMC Theatres,60.08
ACCT-3FAC1C31,Miguel Sosa,CA,44,2025-01-17 13:44:38,healthcare,Walgreens,15.26
ACCT-3FAC1C31,Miguel Sosa,CA,45,2025-01-17 13:49:52,retail,Target,13.86
ACCT-3FAC1C31,Miguel Sosa,CA,46,2025-01-17 16:00:03,e-commerce,Amazon,274.53
ACCT-3FAC1C31,Miguel Sosa,CA,47,2025-01-17 16:05:36,retail,Best Buy,72.86
ACCT-3FAC1C31,Miguel Sosa,CA,48,2025-01-18 00:45:46,subscription,Netflix,14.99
ACCT-3FAC1C31,Miguel Sosa,CA,49,2025-01-18 10:08:00,healthcare,CVS Pharmacy,32.26
ACCT-3FAC1C31,Miguel Sosa,CA,50,2025-01-18 14:29:10,retail,Walmart,21.94
ACCT-3FAC1C31,Miguel Sosa,CA,51,2025-01-19 07:41:47,travel,Marriott,184.58
ACCT-3FAC1C31,Miguel Sosa,CA,52,2025-01-19 10:51:26,healthcare,Walgreens,238.84
ACCT-3FAC1C31,Miguel Sosa,CA,53,2025-01-19 12:48:31,travel,Marriott,278.1
ACCT-3FAC1C31,Miguel Sosa,CA,54,2025-01-19 18:21:38,dining,Chipotle Mexican Grill,40.07
ACCT-3FAC1C31,Miguel Sosa,CA,55,2025-01-19 20:34:47,entertainment,AMC Theatres,46.07
ACCT-3FAC1C31,Miguel Sosa,CA,56,2025-01-20 09:29:06,grocery,Whole Foods Market,54.03
ACCT-3FAC1C31,Miguel Sosa,CA,57,2025-01-20 10:39:25,subscription,Netflix,19.99
ACCT-3FAC1C31,Miguel Sosa,CA,58,2025-01-20 11:39:53,dining,McDonald's,49.84
ACCT-3FAC1C31,Miguel Sosa,CA,59,2025-01-20 14:11:49,dining,McDonald's,35.0
ACCT-3FAC1C31,Miguel Sosa,CA,60,2025-01-20 21:22:28,dining,Starbucks,41.42
ACCT-3FAC1C31,Miguel Sosa,CA,61,2025-01-21 11:09:48,automotive,Midas,237.9
ACCT-3FAC1C31,Miguel Sosa,CA,62,2025-01-22 08:54:45,gas,Shell,53.58
ACCT-3FAC1C31,Miguel Sosa,CA,63,2025-01-22 10:40:51,healthcare,Walgreens,30.6
ACCT-3FAC1C31,Miguel Sosa,CA,64,2025-01-22 15:42:50,e-commerce,Amazon,58.01
ACCT-3FAC1C31,Miguel Sosa,CA,65,2025-01-22 16:20:33,retail,Target,25.02
ACCT-3FAC1C31,Miguel Sosa,CA,66,2025-01-22 17:31:45,retail,Target,129.32
ACCT-3FAC1C31,Miguel Sosa,CA,67,2025-01-22 18:47:19,entertainment,Six Flags,32.23
ACCT-3FAC1C31,Miguel Sosa,CA,68,2025-01-22 19:32:01,grocery,Whole Foods Market,39.72
ACCT-3FAC1C31,Miguel Sosa,CA,69,2025-01-22 20:47:27,dining,Chipotle Mexican Grill,31.9
ACCT-3FAC1C31,Miguel Sosa,CA,70,2025-01-24 19:49:05,dining,Chipotle Mexican Grill,18.01
ACCT-3FAC1C31,Miguel Sosa,CA,71,2025-01-25 12:44:03,healthcare,Walgreens Pharmacy,22.08
ACCT-3FAC1C31,Miguel Sosa,CA,72,2025-01-25 14:43:28,e-commerce,Amazon,85.52
ACCT-3FAC1C31,Miguel Sosa,CA,73,2025-01-26 10:31:05,travel,Marriott,375.57
ACCT-3FAC1C31,Miguel Sosa,CA,74,2025-01-26 10:45:01,ATM,Chase Bank ATM,60.0
ACCT-3FAC1C31,Miguel Sosa,CA,75,2025-01-27 11:03:29,utilities,Pacific Gas & Electric,99.31
ACCT-3FAC1C31,Miguel Sosa,CA,76,2025-01-27 12:17:48,healthcare,CVS Pharmacy,114.56
ACCT-3FAC1C31,Miguel Sosa,CA,77,2025-01-27 13:52:33,e-commerce,Amazon,72.19
ACCT-3FAC1C31,Miguel Sosa,CA,78,2025-01-27 18:18:09,e-commerce,Amazon,56.07
ACCT-3FAC1C31,Miguel Sosa,CA,79,2025-01-27 20:43:45,dining,Starbucks,15.28
ACCT-3FAC1C31,Miguel Sosa,CA,80,2025-01-28 03:50:05,subscription,Disney+,24.99
ACCT-3FAC1C31,Miguel Sosa,CA,81,2025-01-28 08:48:08,grocery,Trader Joe's,50.05
ACCT-3FAC1C31,Miguel Sosa,CA,82,2025-01-28 13:02:06,dining,Starbucks,19.23
ACCT-3FAC1C31,Miguel Sosa,CA,83,2025-01-29 10:50:15,utilities,Pacific Gas & Electric,96.01
ACCT-3FAC1C31,Miguel Sosa,CA,84,2025-01-29 17:07:31,retail,Walmart,51.54
ACCT-3FAC1C31,Miguel Sosa,CA,85,2025-01-29 18:08:39,automotive,Midas,16.09
ACCT-3FAC1C31,Miguel Sosa,CA,86,2025-01-30 09:14:49,healthcare,Walgreens,41.66
ACCT-3FAC1C31,Miguel Sosa,CA,87,2025-01-30 10:56:24,travel,Delta Air Lines,726.04
ACCT-3FAC1C31,Miguel Sosa,CA,88,2025-01-31 07:33:00,healthcare,Quest Diagnostics,239.81
ACCT-3FAC1C31,Miguel Sosa,CA,89,2025-01-31 12:44:56,utilities,Pacific Gas & Electric,127.15
ACCT-3FAC1C31,Miguel Sosa,CA,90,2025-01-31 15:39:27,e-commerce,Amazon,209.52
ACCT-3FAC1C31,Miguel Sosa,CA,91,,,,
ACCT-3FAC1C31,Miguel Sosa,CA,92,,,,
ACCT-3FAC1C31,Miguel Sosa,CA,93,,,,
ACCT-3FAC1C31,Miguel Sosa,CA,94,,,,
ACCT-4A5C0675,Joshua Allen,CA,1,2025-01-01 07:43:28,automotive,Midas,11.95
ACCT-4A5C0675,Joshua Allen,CA,2,2025-01-01 12:18:39,dining,Starbucks,34.48
ACCT-4A5C0675,Joshua Allen,CA,3,2025-01-01 18:31:21,other,DHL,66.67
ACCT-4A5C0675,Joshua Allen,CA,4,2025-01-01 19:27:19,entertainment,AMC Theatres,25.7
ACCT-4A5C0675,Joshua Allen,CA,5,2025-01-02 01:02:25,subscription,Netflix,39.99
ACCT-4A5C0675,Joshua Allen,CA,6,2025-01-02 09:30:29,e-commerce,Amazon,53.76
ACCT-4A5C0675,Joshua Allen,CA,7,2025-01-02 10:30:19,travel,Marriott,676.03
ACCT-4A5C0675,Joshua Allen,CA,8,2025-01-03 10:43:54,subscription,Netflix,15.99
ACCT-4A5C0675,Joshua Allen,CA,9,2025-01-03 12:11:06,dining,Starbucks,17.27
ACCT-4A5C0675,Joshua Allen,CA,10,2025-01-03 22:07:50,e-commerce,Amazon,99.14
ACCT-4A5C0675,Joshua Allen,CA,11,2025-01-05 08:13:48,ATM,Wells Fargo ATM,240.0
ACCT-4A5C0675,Joshua Allen,CA,12,2025-01-05 10:06:40,healthcare,Walgreens,11.77
ACCT-4A5C0675,Joshua Allen,CA,13,2025-01-06 12:48:18,e-commerce,Amazon,55.78
ACCT-4A5C0675,Joshua Allen,CA,14,2025-01-06 17:59:10,other,USPS,40.97
ACCT-4A5C0675,Joshua Allen,CA,15,2025-01-07 11:59:24,healthcare,HealthFirst Urgent Care,46.16
ACCT-4A5C0675,Joshua Allen,CA,16,2025-01-07 15:33:12,automotive,Jiffy Lube,260.02
ACCT-4A5C0675,Joshua Allen,CA,17,2025-01-07 16:07:16,e-commerce,Amazon,122.63
